nr,chemical_name,smiles,Reference,act
1167,(R)-2-hydroxyglutarate,OC(=O)CC[C@@H](O)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1168,10-hydroxy-2-decenoic Acid,OCCCCCCC\C=C\C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1169,1-methyl nicotinamide,O=C(N)c1ccc[n+](c1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1170,"3,4-dichloroisocoumarin",ClC=1c2c(cccc2)C(OC=1Cl)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1171,4-dafachronic acid,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H]([C@@H](CCC[C@H](C(O)=O)C)C)[C@]4(CC3)C)CCC2=C1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1172,4-phenyl-3-furoxancarbonitrile,o1[n+]([O-])c(C#N)c(n1)-c1ccccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1173,Acetaminophen,Oc1ccc(NC(=O)C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1174,Acetic Acid,OC(=O)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1175,Allantoin,O=C1NC(=O)N[C@@H]1NC(=O)N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1176,Alpha-ketoglutarate,OC(=O)C(=O)CCC(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1177,Alpha-lipoic acid,S1SCC[C@H]1CCCCC(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1178,AMN082,N(C(c1ccccc1)c1ccccc1)CCNC(c1ccccc1)c1ccccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1179,Amoxapine,Clc1cc2c(Oc3c(N=C2N2CCNCC2)cccc3)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1180,Amperozide hydrochloride,Fc1ccc(cc1)C(CCCN1CCN(CC1)C(=O)NCC)c1ccc(F)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1181,Arctigenin,O1C[C@H](Cc2cc(OC)c(OC)cc2)[C@@H](Cc2cc(OC)c(O)cc2)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1182,Arctiin,O1C[C@H](Cc2cc(OC)c(OC)cc2)[C@@H](Cc2cc(OC)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1183,Ascorbic Acid,O1[C@H]([C@@H](O)CO)C(O)=C(O)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1184,Ascr#2,O1[C@@H](C)[C@H](O)C[C@@H](O)[C@@H]1O[C@@H](CCC(=O)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1185,Ascr#3,O1[C@@H](C)[C@H](O)C[C@@H](O)[C@@H]1O[C@@H](CCCC\C=C\C(O)=O)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1186,Aspirin,O(C(=O)C)c1ccccc1C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1187,Astaxanthin,O=C1[C@@H](O)CC(C)(C)C(\C=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C2=C(C)C(=O)[C@@H](O)CC2(C)C)/C)/C)\C)\C)=C1C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1188,Bacitracin,S1C[C@H](N=C1[C@@H](N)[C@H](CC)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@H]1CCCCNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CCCN)[C@H](CC)C)Cc1ccccc1)Cc1nc[nH]c1)CC(O)=O)CC(=O)N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1189,Baicalein,O1c2c(c(O)c(O)c(O)c2)C(=O)C=C1c1ccccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1190,Beta-caryophyllene,[C@@H]12[C@H](CC1(C)C)C(CC\C=C(\CC2)/C)=C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1191,Beta-Estradiol,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1192,Bezafibrate,Clc1ccc(cc1)C(=O)NCCc1ccc(OC(C(O)=O)(C)C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1193,BRL 15572,Clc1cc(N2CCN(CC2)C[C@@H](O)C(c2ccccc2)c2ccccc2)ccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1194,BRL 50481,S(=O)(=O)(N(C)C)c1cc([N+](=O)[O-])ccc1C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1195,BTCP hydrochloride,s1c2c(cc1C1(N3CCCCC3)CCCCC1)cccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1196,Caffeic acid ,Oc1cc(ccc1O)\C=C\C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1197,Caffeic acid phenethylester,Oc1cc(ccc1O)\C=C\C(OCCc1ccccc1)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1198,Caffeine,O=C1N(C)C(=O)N(c2ncn(c12)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1199,Carbonylcyanide-3-chlorophenylhydrazone,Clc1cc(NN=C(C#N)C#N)ccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1200,Celastrol,OC=1C(=O)C=C2C(=CC=C3[C@]4(CC[C@@]5([C@@H](C[C@@](CC5)(C(O)=O)C)[C@@]4(CC[C@@]23C)C)C)C)C=1C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1201,Celecoxib,S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)C(F)(F)F)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1202,Chicoric acid,Oc1cc(ccc1O)\C=C\C(O[C@@H]([C@H](OC(=O)\C=C\c1cc(O)c(O)cc1)C(O)=O)C(O)=O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1203,Chloramphenicol,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1204,Chlorprothixene hydrochloride,Clc1cc\2c(Sc3c(cccc3)/C/2=C/CCN(C)C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1205,Ciclopirox olamine,O=C1N(O)C(=CC(=C1)C)C1CCCCC1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1206,Cinnarizine,N1(CCN(CC1)C\C=C\c1ccccc1)C(c1ccccc1)c1ccccc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1207,Cis-(Z)-Flupenthixol dihydrochloride,S1c2c(cc(cc2)C(F)(F)F)\C(\c2c1cccc2)=C/CCN1CCN(CC1)CCO,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1208,Clofibrate,Clc1ccc(OC(C(OCC)=O)(C)C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1209,Coenzyme Q10,O(C)C=1C(=O)C(C\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CC\C=C(\CCC=C(C)C)/C)/C)/C)/C)/C)/C)/C)/C)/C)=C(C)C(=O)C=1OC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1210,Cortexolone maleate,S(=O)(=O)(NCCCCN1CCN(CC1)c1ccccc1OC)c1c2c(ccc1)c(N(C)C)ccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1211,Curcumin,O(C)c1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1cc(OC)c(O)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1212,Cyclosporin A,O=C1N(C)[C@@H]([C@H](O)[C@@H](C\C=C\C)C)C(=O)N[C@@H](CC)C(=O)N(CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1213,Cyproterone acetate,ClC=1C2=CC(=O)[C@H]3[C@H](C3)[C@@]2([C@@H]2[C@H]([C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@]3(CC2)C)C=1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1214,Dafadine-A,o1nc(cc1COc1c(cccc1C)C)C(=O)N1CCC(CC1)c1ccncc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1215,Danazol,o1ncc2C[C@@]3([C@@H]4[C@H]([C@@H]5CC[C@@](O)(C#C)[C@]5(CC4)C)CCC3=Cc12)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1216,DAPH,O=C1NC(=O)c2c1cc(Nc1ccccc1)c(Nc1ccccc1)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1217,D-aspartate,OC(=O)C[C@@H](N)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1218,D-beta-hydroxybutyrate ,OC(=O)C[C@H](O)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1219,Dehydroabietic acid ,OC(=O)[C@]1([C@@H]2CCc3cc(ccc3[C@]2(CCC1)C)C(C)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1220,Demeclocycline hydrochloride,Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(O)=C(C(=O)N)C(=O)[C@H]4N(C)C)C3=O)[C@@H]2O)c(O)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1221,D-glucosamine,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](N)[C@@H]1O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1222,D-glutamate,OC(=O)CC[C@@H](N)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1223,Diallyl trisulfide,S(SSCC=C)CC=C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1224,Dibromoacetic acid,BrC(Br)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1225,Dichloroacetate,ClC(Cl)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1226,Dihydroergocristine methanesulfonate,O1[C@](NC(=O)[C@@H]2C[C@H]3[C@H](N(C2)C)Cc2c4c3cccc4[nH]c2)(C(C)C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@@H](CCC3)[C@]12O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1227,Dihydroergotamine methanesulfonate,O1[C@](NC(=O)[C@@H]2C[C@H]3[C@H](N(C2)C)Cc2c4c3cccc4[nH]c2)(C)C(=O)N2[C@@H](Cc3ccccc3)C(=O)N3[C@@H](CCC3)[C@]12O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1228,DL-isocitrate,OC(=O)C[C@H]([C@@H](O)C(O)=O)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1229,Doxazosin mesylate,O1c2c(OC[C@H]1C(=O)N1CCN(CC1)c1nc(N)c3cc(OC)c(OC)cc3n1)cccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1230,Doxycycline,OC=1[C@]2(O)[C@H]([C@H](N(C)C)C(=O)C=1C(=O)N)[C@@H](O)[C@H]1C(C2=O)=C(O)c2c(cccc2O)[C@@H]1C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1231,Edetate Calcium Disodium,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1232,Eliprodil,Clc1ccc(cc1)[C@H](O)CN1CCC(CC1)Cc1ccc(F)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1233,Epigallocatechin-3-gallate,O1c2c(C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H]1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1234,Ethanol,OCC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1235,Ethidium bromide,[n+]1(c2cc(N)ccc2c2c(cc(N)cc2)c1-c1ccccc1)CC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1236,Ethosuximide,O=C1NC(=O)CC1(CC)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1237,FCCP,FC(F)(F)Oc1ccc(NN=C(C#N)C#N)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1238,Fenofibrate,Clc1ccc(cc1)C(=O)c1ccc(OC(C(OC(C)C)=O)(C)C)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1239,Ferulsinaic acid,O1c2cc(OC[C@H]3[C@@](CCC(O)=O)(C)[C@@H](C[C@@H]3C)C=C(C)C)ccc2C=CC1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1240,Folic acid,O=C1N=C(Nc2ncc(nc12)CNc1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1241,Fucoxanthin,O1[C@]2(CC(=O)\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C=C3[C@](O)(C[C@@H](OC(=O)C)CC3(C)C)C)/C)/C)\C)\C)[C@]1(C[C@@H](O)CC2(C)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1242,Fumarate,OC(=O)\C=C\C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1243,Gallic Acid,Oc1c(O)cc(cc1O)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1244,Geldanamycin,O(C)C1=C2C[C@H](C[C@H](OC)[C@H](O)[C@H](\C=C(/C)\[C@H](OC(=O)N)[C@@H](OC)/C=C\C=C(/C)\C(=O)NC(=CC1=O)C2=O)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1245,Genistein,O1C=C(C(=O)c2c1cc(O)cc2O)c1ccc(O)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1246,Glaucarubinone,O1[C@H]2[C@]34[C@@H]([C@@H](OC(=O)[C@@](O)(CC)C)C1=O)[C@@H](C)[C@@H](O)[C@@](OC3)(O)[C@@H]4[C@@]1([C@@H](C2)C(=CC(=O)[C@H]1O)C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1247,Guanabenz acetate,Clc1cccc(Cl)c1\C=N\N=C(N)N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1248,Guanfacine hydrochloride,Clc1cccc(Cl)c1CC(=O)N=C(N)N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1249,GYY4137,SP(=S)(N1CCOCC1)c1ccc(OC)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1250,Histidine,OC(=O)[C@@H](N)Cc1[nH]cnc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1251,Huperzine A,O=C1NC2=C(C=C1)[C@@]/1(N)CC(=C[C@@H](C2)\C\1=C/C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1252,Hydrogen Sulphide,S,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1253,Icariin,O1c2c(C(=O)C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)=C1c1ccc(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2CC=C(C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1254,Juglone,Oc1c2c(ccc1)C(=O)C=CC2=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1255,Kenpaullone,Brc1cc2c3CC(=O)Nc4c(-c3[nH]c2cc1)cccc4,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1256,Ketanserin tartrate,Fc1ccc(cc1)C(=O)C1CCN(CC1)CCN1C(=O)c2c(NC1=O)cccc2,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1257,Lappaol C,O1C[C@H](Cc2cc([C@@H]([C@@H](O)c3cc(OC)c(O)cc3)CO)c(O)c(OC)c2)[C@@H](Cc2cc(OC)c(O)cc2)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1258,Lappaol F,O1C[C@H](Cc2cc(OC)c3O[C@@H]([C@H](c3c2)CO)c2cc(OC)c(O)cc2)[C@@H](Cc2cc(OC)c3O[C@@H]([C@H](c3c2)CO)c2cc(OC)c(O)cc2)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1259,LFM-A13,Brc1ccc(Br)cc1NC(=O)\C(=C(/O)\C)\C#N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1260,L-histidine methyl ester,O(C(=O)[C@@H](N)Cc1[nH]cnc1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1261,Lonidamine,Clc1cc(Cl)ccc1Cn1nc(c2c1cccc2)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1262,Loratadine,Clc1cc2c(cc1)C(c1ncccc1CC2)=C1CCN(CC1)C(OCC)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1263,Loxapine succinate,Clc1cc2c(Oc3c(N=C2N2CCN(CC2)C)cccc3)cc1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1264,L-Theanine,OC(=O)[C@@H](N)CCC(=O)NCC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1265,LY-294002,O1c2c(cccc2-c2ccccc2)C(=O)C=C1N1CCOCC1,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1266,"LY-367,265",S1(=O)(=O)N2CCCc3c2c(N1CCN1CCC(=CC1)c1c2c([nH]c1)cc(F)cc2)ccc3,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1267,Malate,OC(=O)C[C@@H](O)C(O)=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1268,Matairesinol,O1C[C@H](Cc2cc(OC)c(O)cc2)[C@@H](Cc2cc(OC)c(O)cc2)C1=O,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1269,Metergoline,O(Cc1ccccc1)C(=O)NC[C@@H]1C[C@H]2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1270,Metformin,N(C(N=C(N)N)=N)(C)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1271,Methylergonovine maleate,OC[C@@H](NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3[nH]c1)CC,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1272,Mianserin,N12[C@@H](c3c(Cc4c1cccc4)cccc3)CN(CC2)C,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
1273,Minocycline hydrochloride,OC=1[C@]2(O)[C@@H](C[C@H]3C(C2=O)=C(O)c2c(C3)c(N(C)C)ccc2O)[C@H](N(C)C)C(=O)C=1C(=O)N,"Barardo et al, The DrugAge database of aging-related drugs. Aging Cell. 2017 Jun;16(3):594-597.
The DrugAge database of aging-related drugs.",1
